subscription_id,account_id,plan,mrr,currency,start_date,end_date
S000006423,A0000227,pro,205.16,EUR,2022-07-22,2023-06-19
S000006424, A0001048 ,pro,0.0,USD,2023-11-21,2024-04-14
S000006425,A0005886,enterprise,0.0,EUR,2023-11-28,2025-02-22
S000006426,A0005593,pro,28.81,EUR,2023-03-03,2024-03-26
S000006427,A0004185,pro,212.86,USD,2024-07-18,2025-09-08
S000006428,A0000949,free,30.26,USD,2022-06-10,2023-05-28
S000006429,A0001044,free,534.19,USD,2024-05-31,2025-09-24
S000006430,A0003683,free,543.32,EUR,2022-10-13,2023-11-20
S000006431,A0004522,pro,92.18,EUR,2022-02-06,2022-11-03
S000006432,A0003028,enterprise,96.55,USD,2023-02-01,2024-04-10
S000006433,A0004140,free,0.0,EUR,2024-01-07,2024-12-22
S000006434,A0001968,free,540.28,USD,2023-03-29,2023-06-10
S000006435,A0002794,pro,530.52,EUR,2024-01-12,2025-05-06
S000006436,A0001636,enterprise,198.11,USD,2023-02-28,2024-04-21
S000006437,A0005149,free,93.97,USD,2024-09-16,2025-10-18
S000006438, A0003377 ,enterprise,484.44,EUR,2022-10-01,2024-01-09
S000006439,A0004513,free,31.3,EUR,2023-11-22,2024-06-04
S000006440,A0004009,free,477.43,USD,2023-06-08,2024-08-01
S000006441,A0001872,enterprise,199.97,EUR,2024-05-23,2024-10-23
S000006442,A0003863,free,187.41,USD,2022-02-22,2022-04-11
S000006443,A0004010,enterprise,0.0,EUR,2022-02-24,2022-04-18
S000006444,A0002418,pro,31.35,EUR,2023-08-30,2024-02-29
S000006445,A0005424,pro,98.69,EUR,2022-07-19,2022-10-24
S000006446,A0004166,enterprise,0.0,EUR,2024-08-30,2025-02-02
S000006447,A0000075,basic,89.71,USD,2023-01-22,2023-12-15
S000006448,A0002629,basic,217.3,USD,2024-06-26,2024-11-20
S000006449,A0001750,free,180.08,EUR,2024-02-20,2025-03-29
S000006450,A0001369,pro,100.28,USD,2022-03-28,2023-08-01
S000006451, A0004698 ,pro,457.32,EUR,2022-03-17,2023-11-06
S000006452,A0000996,enterprise,475.73,USD,2024-08-21,2026-01-11
S000006453,A0004359,enterprise,185.31,EUR,2022-11-09,2023-02-03
S000006454,A0004367,pro,98.35,EUR,2024-04-24,2025-06-17
S000006455,A0004821,free,217.74,EUR,2023-05-26,2023-08-16
S000006456,A0004949,basic,455.38,EUR,2022-03-14,2023-02-20
S000006457,A0004266,basic,31.48,USD,2023-03-05,2023-05-12
S000006458,A0000215,pro,180.43,EUR,2023-11-03,2024-03-03
S000006459,A0004001,free,30.59,USD,2022-02-12,2022-04-16
S000006460,A0001963,free,213.42,USD,2024-09-09,2025-01-09
S000006461,A0003041,basic,100.28,EUR,2023-02-11,2024-01-22
S000006462,A0004512,enterprise,94.4,USD,2023-03-05,2024-01-17
S000006463,A0003310,pro,26.44,EUR,2024-04-14,2025-06-10
S000006464,A0003507,enterprise,101.7,USD,2023-08-16,2025-04-03
S000006465,A0002834,free,185.96,USD,2022-08-30,2023-08-18
S000006466,A0003798,enterprise,540.5,USD,2022-02-16,2023-07-05
S000006467,A0002385,pro,218.42,USD,2022-03-09,2023-09-08
S000006468,A0000006,enterprise,27.82,USD,2023-10-20,2024-02-23
S000006469,A0005788,pro,0.0,EUR,2022-06-24,2023-05-11
S000006470,A0005238,free,31.65,EUR,2022-09-26,2023-03-23
S000006471,A0001556,free,199.17,USD,2022-01-18,2022-02-26
S000006472,A0005596,free,89.42,USD,2023-04-06,2024-06-27
S000006473,A0003984,enterprise,98.05,USD,2024-02-20,2024-10-27
S000006474,A0001220,pro,28.81,USD,2023-05-29,2024-03-08
S000006475,A0002276,pro,200.65,EUR,2024-08-05,2024-11-28
S000006476,A0005623,enterprise,457.48,EUR,2023-03-11,2024-07-11
S000006477, A0005163 ,pro,0.0,EUR,2024-03-08,2024-12-29
S000006478,A0000799,free,0.0,EUR,2023-06-10,2024-05-01
S000006479,A0003378,free,192.7,USD,2022-05-05,2022-11-30
S000006480,A0002295,free,467.74,EUR,2022-05-28,2022-12-23
S000006481,A0004637,enterprise,186.22,EUR,2024-06-24,2026-01-22
S000006482,A0000435,pro,104.55,EUR,2023-03-23,2023-09-04
S000006483,A0005651,pro,514.68,EUR,2023-04-13,2024-02-05
S000006484,A0001412,basic,106.0,USD,2023-04-02,2024-04-12
S000006485,A0001661,free,526.78,EUR,2024-01-01,2024-09-11
S000006486,A0000544,free,0.0,EUR,2022-06-27,2023-09-11
S000006487,A0005921,pro,205.18,EUR,2024-02-25,2025-07-20
S000006488,A0002758,basic,100.84,EUR,2022-04-04,2023-09-30
S000006489,A0000785,enterprise,26.96,USD,2022-04-06,2023-09-22
S000006490,A0000212,free,199.7,USD,2023-11-01,2024-06-25
S000006491,A0001437,basic,30.16,EUR,2022-12-09,2024-01-07
S000006492,A0003238,free,466.7,USD,2022-05-31,2022-12-30
S000006493,A0002189,pro,502.9,EUR,2022-12-02,2023-07-09
S000006494,A0000366,basic,205.77,EUR,2022-11-11,2023-12-11
S000006495,A0004809,pro,530.16,EUR,2022-07-17,2023-12-06
S000006496,A0005133,enterprise,215.72,USD,2022-08-25,2023-01-30
S000006497,A0001313,pro,31.86,USD,2023-11-04,2024-01-06
S000006498,A0001082,basic,0.0,EUR,2023-11-12,2025-06-30
S000006499,A0001121,basic,205.3,EUR,2022-02-01,2022-10-17
S000006500,A0004664,basic,202.93,EUR,2024-08-26,2025-10-11
S000006501,A0001915,enterprise,90.24,USD,2023-11-17,2024-01-19
S000006502,A0005414,free,488.88,EUR,2023-11-15,2025-01-27
S000006503, A0002850 ,free,89.54,EUR,2024-02-05,2025-01-16
S000006504,a0005317,enterprise,28.65,EUR,2023-03-12,2023-08-09
S000006505,A0000613,free,520.28,USD,2023-03-24,2024-02-27
S000006506,A0001731,pro,213.27,USD,2024-06-20,2024-11-21
S000006507,A0002527,free,26.14,EUR,2024-04-09,2024-06-12
S000006508,A0005503,enterprise,0.0,EUR,2022-04-25,2022-08-16
S000006509,A0002804,enterprise,93.45,EUR,2024-09-05,2025-07-29
S000006510,A0002606,enterprise,0.0,USD,2023-06-16,2024-12-12
S000006511,A0000853,basic,30.07,EUR,2022-07-22,2022-12-02
S000006512,A0003732,pro,481.64,EUR,2023-03-10,2024-04-02
S000006513,A0000936,basic,511.24,EUR,2023-01-19,2024-04-19
S000006514,A0005582,basic,95.44,EUR,2024-02-06,2025-08-10
S000006515,A0003009,enterprise,504.62,EUR,2022-02-26,2023-02-26
S000006516,A0005620,basic,198.49,USD,2023-05-26,2023-09-04
S000006517,A0005794,enterprise,104.61,USD,2022-11-02,2023-04-18
S000006518,A0000045,basic,0.0,EUR,2022-06-03,2023-11-28
S000006519,A0005353,enterprise,89.49,EUR,2023-06-04,2024-04-17
S000006520,A0003869,basic,105.19,USD,2022-05-28,2022-07-13
S000006521,A0003836,basic,0.0,EUR,2024-05-10,2024-08-11
S000006522,a0005574,free,29.95,USD,2022-11-18,2023-04-26
S000006523,a0001401,free,511.24,USD,2022-09-02,2023-11-08
S000006524,A0005346,basic,27.27,USD,2024-09-13,2024-11-18
S000006525,A0000684,pro,197.25,EUR,2022-11-08,2023-07-24
S000006526,A0003175,free,511.15,USD,2023-05-29,2024-08-19
S000006527,A0000571,free,29.5,USD,2022-12-04,2023-12-13
S000006528,A0002704,pro,92.28,USD,2022-05-25,2023-12-19
S000006529,a0002429,basic,181.61,EUR,2022-02-10,2023-09-08
S000006530,A0005296,free,0.0,EUR,2022-07-22,2023-01-15
S000006531,A0004499,free,536.05,EUR,2023-02-23,2024-08-17
S000006532,A0001398,pro,29.57,EUR,2022-12-13,2023-05-04
S000006533,A0004156,basic,106.34,EUR,2022-08-23,2023-05-24
S000006534,A0005201,basic,0.0,USD,2024-08-27,2025-03-19
S000006535,A0000932,enterprise,180.18,USD,2022-10-03,2023-07-14
S000006536, A0003844 ,basic,497.95,EUR,2024-02-24,2024-07-12
S000006537,A0000940,pro,94.14,EUR,2022-10-25,2023-04-14
S000006538,A0002099,pro,496.11,USD,2022-12-23,2023-08-07
S000006539,A0003231,pro,28.71,USD,2024-07-26,2025-03-27
S000006540,A0005540,pro,28.24,USD,2022-02-19,2022-09-04
S000006541,A0002586,pro,458.88,EUR,2023-01-16,2023-11-28
S000006542,A0004536,basic,205.36,USD,2024-06-13,2024-10-28
S000006543,A0004778,enterprise,30.78,USD,2022-04-14,2023-11-24
S000006544,A0001451,free,27.93,USD,2022-03-06,2022-07-20
S000006545,A0005101,enterprise,108.17,EUR,2023-09-10,2024-08-17
S000006546,A0005219,basic,0.0,EUR,2023-07-16,2024-11-02
S000006547,A0000073,enterprise,31.82,USD,2023-09-05,2025-04-26
S000006548,A0001284,basic,214.59,USD,2022-03-04,2023-02-24
S000006549,A0002980,enterprise,103.78,EUR,2024-06-05,2026-01-17
S000006550,A0001634,free,26.51,USD,2022-05-29,2023-11-07
S000006551,A0004590,enterprise,0.0,USD,2023-12-24,2024-04-23
S000006552,A0000185,basic,0.0,USD,2023-10-16,2025-05-24
S000006553,A0002481,free,27.05,USD,2023-01-14,2023-11-19
S000006554,A0001653,basic,0.0,USD,2024-06-07,2025-09-10
S000006555,A0004663,basic,27.68,USD,2022-01-20,2023-03-05
S000006556,A0000639,pro,91.16,EUR,2023-05-21,2024-12-25
S000006557,A0000218,pro,0.0,USD,2022-09-02,2023-12-15
S000006558,A0003529,basic,184.19,EUR,2022-10-21,2023-04-11
S000006559,A0000794,enterprise,205.26,EUR,2024-01-31,2024-10-16
S000006560,A0003904,pro,528.5,EUR,2022-04-07,2022-06-18
S000006561,A0002291,pro,27.69,EUR,2022-05-03,2022-06-05
S000006562,A0003248,pro,103.66,USD,2023-11-09,2025-02-22
S000006563,A0005096,free,29.27,EUR,2024-04-21,2025-06-02
S000006564,A0001347,basic,501.15,USD,2024-06-06,2025-12-19
S000006565,A0003591,free,0.0,EUR,2024-09-12,2025-07-05
S000006566,A0004904,free,0.0,EUR,2023-01-18,2024-03-30
S000006567,A0005915,free,506.75,USD,2022-09-17,2023-01-10
S000006568,A0004908,pro,89.58,EUR,2024-06-29,2025-02-05
S000006569,A0001562,basic,100.26,EUR,2023-10-17,2024-05-12
S000006570,A0000759,basic,497.14,EUR,2022-11-25,2024-05-02
S000006571,A0000010,basic,539.85,USD,2024-04-12,2024-07-02
S000006572,A0004004,basic,518.68,EUR,2023-09-14,2025-03-13
S000006573,A0004661,free,28.08,EUR,2024-03-30,2024-11-30
S000006574,A0001715,enterprise,31.84,USD,2022-10-23,2024-04-02
S000006575,A0002044,basic,0.0,EUR,2024-01-21,2025-03-13
S000006576,A0005240,free,470.95,USD,2022-11-28,2023-11-19
S000006577,A0001838,free,29.05,EUR,2022-10-05,2024-01-10
S000006578,A0002753,enterprise,201.33,EUR,2023-12-08,2024-08-20
S000006579,A0005546,free,0.0,USD,2022-11-06,2023-11-26
S000006580,A0005821,basic,182.61,EUR,2022-08-11,2023-08-05
S000006581,A0003627,pro,456.3,EUR,2023-12-02,2024-03-20
S000006582,A0004269,free,107.62,USD,2022-12-30,2024-06-18
S000006583,A0004930,basic,26.87,USD,2023-09-15,2024-07-09
S000006584,A0003083,enterprise,527.39,EUR,2022-02-13,2022-05-11
S000006585,A0002107,pro,216.51,USD,2023-03-01,2024-08-18
S000006586,A0001723,free,183.01,USD,2022-09-25,2023-11-06
S000006587,A0003116,basic,107.13,EUR,2022-06-13,2023-06-25
S000006588,A0000706,pro,0.0,EUR,2022-05-25,2022-11-15
S000006589, A0003496 ,basic,505.62,EUR,2022-11-18,2023-11-29
S000006590,A0000437,basic,203.58,USD,2022-05-29,2023-07-25
S000006591,A0002618,basic,189.62,EUR,2022-09-24,2023-09-23
S000006592,A0004231,pro,0.0,USD,2022-12-11,2024-01-10
S000006593,A0000981,pro,28.97,USD,2023-03-10,2024-03-13
S000006594,A0000806,pro,0.0,USD,2022-04-19,2022-11-02
S000006595,A0004283,pro,187.63,USD,2022-05-14,2022-11-06
S000006596,A0004048,free,93.68,USD,2022-12-08,2023-11-11
S000006597,A0000503,pro,31.7,EUR,2024-02-23,2024-07-14
S000006598,A0005518,pro,494.55,USD,2023-04-09,2023-08-24
S000006599,A0000686,basic,27.98,USD,2024-07-08,2025-11-03
S000006600,A0000004,basic,0.0,EUR,2024-03-01,2024-10-27
S000006601,A0005330,basic,0.0,EUR,2024-02-29,2024-11-20
S000006602,A0001152,basic,0.0,EUR,2023-08-02,2025-01-18
S000006603,A0002892,free,0.0,USD,2023-05-21,2024-06-02
S000006604,A0001589,basic,531.16,EUR,2024-01-29,2025-07-28
S000006605,A0002757,free,0.0,EUR,2023-05-21,2024-04-14
S000006606,A0003079,enterprise,26.23,EUR,2023-10-13,2023-11-24
S000006607,A0003299,free,460.68,EUR,2024-05-26,2024-09-30
S000006608,A0001795,enterprise,0.0,USD,2023-07-02,2023-10-13
S000006609,A0005674,basic,27.25,EUR,2024-01-17,2024-03-29
S000006610,A0004923,basic,466.66,EUR,2023-06-12,2024-09-25
S000006611,A0001021,pro,27.81,EUR,2023-10-09,2025-05-03
S000006612,A0001640,enterprise,471.49,USD,2023-09-30,2024-10-08
S000006613,a0001179,pro,0.0,USD,2022-08-24,2023-12-01
S000006614,A0001759,pro,29.91,USD,2023-04-04,2024-07-09
S000006615,A0002376,enterprise,89.16,USD,2023-07-06,2024-08-05
S000006616,A0004449,free,91.94,EUR,2022-10-24,2023-08-14
S000006617,A0005336,free,185.97,USD,2023-07-13,2024-07-13
S000006618,A0004319,free,183.74,EUR,2023-08-06,2025-03-11
S000006619,A0004355,pro,0.0,USD,2024-05-18,2025-02-25
S000006620,A0000571,enterprise,452.54,EUR,2024-02-06,2025-05-14
S000006621,A0002521,basic,97.22,EUR,2023-12-31,2025-07-05
S000006622,A0004282,basic,27.14,USD,2023-09-26,2025-03-17
S000006623,A0003521,pro,487.81,USD,2022-04-07,2022-09-13
S000006624,A0003011,pro,0.0,USD,2022-11-08,2024-05-19
S000006625,A0002227,basic,180.46,EUR,2023-02-26,2024-08-31
S000006626,A0001725,free,500.78,EUR,2024-07-11,2025-05-15
S000006627,A0005375,basic,520.63,USD,2023-02-27,2023-12-10
S000006628,A0001289,basic,0.0,EUR,2024-06-30,2025-01-07
S000006629,A0004423,basic,460.27,USD,2023-10-30,2024-05-30
S000006630,A0004193,enterprise,497.65,EUR,2022-07-17,2023-12-11
S000006631,A0001153,free,31.55,EUR,2024-02-12,2025-02-01
S000006632,A0001534,enterprise,28.0,USD,2023-10-26,2024-07-20
S000006633,A0001392,enterprise,0.0,USD,2023-09-27,2024-05-11
S000006634,a0005849,basic,0.0,EUR,2024-03-17,2025-02-24
S000006635,A0005429,free,106.51,USD,2023-08-27,2024-11-06
S000006636,A0001251,basic,525.45,USD,2023-12-22,2024-05-12
S000006637,A0004532,pro,199.58,EUR,2023-01-27,2024-09-06
S000006638,A0000122,pro,0.0,EUR,2023-10-22,2024-11-26
S000006639,A0003897,enterprise,30.54,EUR,2022-05-19,2022-09-24
S000006640,A0000075,basic,483.45,EUR,2023-10-28,2025-05-14
S000006641,A0002504,basic,463.86,USD,2023-11-14,2024-11-27
S000006642,A0001014,pro,494.78,EUR,2023-04-27,2023-06-25
S000006643,A0004158,free,27.34,EUR,2023-10-19,2025-02-28
S000006644,A0004426,pro,0.0,EUR,2023-12-06,2024-06-18
S000006645,A0001902,basic,216.61,USD,2023-07-18,2024-05-06
S000006646,A0000887,basic,101.58,USD,2023-04-15,2024-03-29
S000006647,A0003572,enterprise,514.76,USD,2023-03-31,2024-06-22
S000006648,A0000180,pro,0.0,EUR,2024-07-23,2025-08-28
S000006649,A0005004,enterprise,26.14,USD,2024-07-18,2024-12-27
S000006650,A0005197,basic,0.0,USD,2023-06-22,2024-01-15
S000006651,A0005444,free,28.47,EUR,2023-03-28,2024-06-15
S000006652,A0003565,pro,477.67,USD,2024-02-29,2024-05-25
S000006653,A0005449,free,487.28,EUR,2022-07-14,2022-12-19
S000006654,A0001127,enterprise,518.18,EUR,2024-04-18,2025-01-15
S000006655,A0001251,enterprise,0.0,EUR,2023-04-21,2024-10-16
S000006656,A0001282,enterprise,100.22,USD,2022-03-01,2023-01-08
S000006657,A0004393,pro,486.71,EUR,2024-06-13,2024-07-20
S000006658,a0000925,basic,476.33,EUR,2023-02-10,2023-04-07
S000006659,A0001150,enterprise,89.29,USD,2023-06-14,2024-07-22
S000006660,A0004863,basic,0.0,USD,2023-07-11,2024-01-08
S000006661,A0004462,free,499.51,EUR,2023-12-26,2024-04-27
S000006662,A0005926,enterprise,31.11,USD,2023-03-02,2024-05-03
S000006663,A0005579,free,0.0,EUR,2023-12-04,2025-05-16
S000006664,A0004918,enterprise,107.69,USD,2024-01-24,2025-01-09
S000006665,A0003769,free,0.0,EUR,2022-05-08,2023-07-23
S000006666, A0005955 ,enterprise,30.84,EUR,2022-10-03,2024-02-19
S000006667,A0001539,basic,195.64,EUR,2023-11-21,2024-08-02
S000006668,A0002786,basic,182.65,USD,2024-07-14,2025-07-22
S000006669,A0004963,basic,469.28,USD,2022-05-30,2023-08-31
S000006670,A0001821,free,29.44,EUR,2022-05-20,2023-09-22
S000006671,A0000604,pro,103.99,EUR,2022-10-19,2022-12-29
S000006672,A0001854,enterprise,457.34,USD,2024-07-02,2025-01-05
S000006673,A0003357,pro,29.33,EUR,2023-04-30,2024-05-31
S000006674,A0004528,basic,0.0,EUR,2022-04-07,2022-09-17
S000006675,A0003222,pro,506.57,EUR,2022-08-04,2023-12-05
S000006676,A0001502,enterprise,0.0,USD,2022-04-11,2023-09-27
S000006677,A0002320,pro,29.45,EUR,2023-07-25,2023-12-29
S000006678,A0002475,free,95.91,USD,2023-11-08,2024-02-10
S000006679,A0003338,enterprise,209.19,EUR,2022-05-02,2022-07-01
S000006680,A0002005,pro,195.33,EUR,2024-02-02,2025-03-16
S000006681,A0005011,pro,0.0,USD,2023-07-07,2024-04-05
S000006682,A0000167,basic,544.9,EUR,2022-02-07,2023-05-25
S000006683,A0000023,pro,97.46,USD,2023-04-02,2024-07-03
S000006684,A0005351,enterprise,26.64,EUR,2022-02-14,2023-05-23
S000006685,A0002786,pro,27.62,USD,2022-10-19,2023-02-07
S000006686,A0002957,pro,193.96,USD,2022-04-17,2023-10-24
S000006687,A0003877,enterprise,29.14,EUR,2022-07-06,2023-05-29
S000006688,A0000635,basic,95.57,EUR,2022-09-28,2023-10-27
S000006689,A0004457,free,0.0,USD,2023-09-26,2024-12-21
S000006690,A0004771,basic,519.14,USD,2022-08-24,2023-08-22
S000006691,A0000242,basic,210.06,EUR,2022-03-25,2023-02-06
S000006692,A0002060,enterprise,208.49,USD,2024-09-10,2025-05-02
S000006693,A0001929,basic,99.02,EUR,2024-02-24,2025-01-05
S000006694,A0000679,basic,97.46,USD,2022-04-27,2023-11-03
S000006695,A0003498,free,104.33,EUR,2024-08-19,2024-09-26
S000006696,A0005421,enterprise,504.37,EUR,2024-03-06,2025-06-28
S000006697,A0000422,pro,186.85,USD,2022-03-21,2022-12-29
S000006698,A0000003,basic,0.0,EUR,2022-05-21,2023-05-31
S000006699,A0004030,basic,93.14,EUR,2024-02-09,2025-05-31
S000006700,A0004826,enterprise,99.43,EUR,2024-09-24,2025-09-19
S000006701,A0004734,enterprise,511.78,EUR,2024-02-17,2025-07-25
S000006702,A0000597,enterprise,27.99,USD,2024-03-26,2025-05-14
S000006703,A0000642,basic,459.26,EUR,2022-07-28,2023-09-07
S000006704,A0005101,free,96.37,USD,2024-06-21,2025-11-27
S000006705,A0002472,enterprise,0.0,EUR,2022-02-14,2023-08-05
S000006706,A0000578,basic,466.82,EUR,2023-07-08,2024-11-12
S000006707,A0000460,enterprise,461.53,USD,2023-07-08,2025-01-27
S000006708,A0000847,basic,198.98,USD,2022-02-05,2023-02-17
S000006709,A0000137,pro,489.92,USD,2024-05-18,2024-11-08
S000006710,A0006000,pro,469.99,USD,2022-02-08,2023-07-15
S000006711,A0004602,basic,508.27,USD,2024-05-05,2024-11-06
S000006712,A0000573,free,28.84,USD,2024-04-05,2025-10-11
S000006713,A0000269,free,0.0,EUR,2024-03-30,2024-07-11
S000006714,A0005881,pro,0.0,EUR,2023-08-27,2024-05-22
S000006715,A0003467,pro,107.77,USD,2022-03-04,2022-07-09
S000006716,A0001246,free,0.0,EUR,2023-06-04,2023-12-28
S000006717,A0000332,enterprise,30.86,EUR,2022-02-18,2023-05-07
S000006718, A0004813 ,basic,0.0,EUR,2024-02-12,2025-05-05
S000006719,A0000327,pro,180.02,EUR,2024-02-19,2024-03-22
S000006720, A0002838 ,pro,543.21,USD,2022-04-21,2022-11-16
S000006721, A0004284 ,basic,0.0,USD,2023-05-03,2023-08-02
S000006722,A0003790,enterprise,0.0,USD,2023-10-03,2024-09-25
S000006723,A0001253,enterprise,218.07,USD,2024-02-17,2024-12-11
S000006724,A0004193,pro,28.31,EUR,2022-07-03,2023-03-31
S000006725,A0001473,free,0.0,EUR,2024-01-17,2025-03-17
S000006726,A0005395,basic,0.0,EUR,2024-08-13,2025-05-01
S000006727,A0004865,basic,31.41,EUR,2022-01-04,2022-11-16
S000006728,A0001409,enterprise,501.41,USD,2023-11-07,2025-01-17
S000006729,A0002579,enterprise,544.78,USD,2024-04-19,2025-11-28
S000006730,A0004138,basic,200.32,USD,2022-08-21,2023-08-05
S000006731,A0001548,enterprise,520.7,EUR,2023-05-10,2023-07-08
S000006732,A0005835,pro,0.0,EUR,2023-07-04,2024-01-20
S000006733,A0003065,pro,26.52,USD,2022-08-11,2022-10-09
S000006734,A0003151,pro,507.01,EUR,2022-11-10,2024-01-08
S000006735,A0002909,pro,96.68,USD,2023-10-01,2025-02-23
S000006736,A0000555,basic,0.0,EUR,2022-12-18,2023-12-24
S000006737,A0002861,enterprise,26.53,USD,2024-09-03,2025-05-25
S000006738,A0005760,pro,199.03,EUR,2023-12-26,2025-05-08
S000006739,A0001672,free,0.0,EUR,2024-07-19,2025-10-01
S000006740,A0001340,free,31.34,USD,2023-09-15,2024-10-10
S000006741,A0000087,basic,190.86,EUR,2023-08-10,2025-03-12
S000006742,A0002181,enterprise,28.36,EUR,2024-03-18,2024-11-20
S000006743,A0004684,pro,28.26,USD,2024-07-16,2024-08-19
S000006744,A0005211,pro,218.23,USD,2024-04-04,2024-08-29
S000006745,A0004464,basic,95.41,USD,2024-08-15,2025-06-23
S000006746,A0001061,pro,525.77,EUR,2023-03-08,2024-04-19
S000006747,A0003834,basic,527.73,USD,2024-03-11,2024-12-24
S000006748,A0004917,enterprise,209.86,USD,2023-01-07,2023-07-25
S000006749,A0002020,enterprise,206.81,USD,2023-06-30,2023-08-11
S000006750,A0000546,enterprise,189.06,USD,2024-02-11,2025-09-08
S000006751,A0005507,pro,192.73,USD,2022-10-27,2023-11-14
S000006752,A0001819,basic,108.57,USD,2024-05-07,2024-12-31
S000006753,A0005147,free,95.68,EUR,2022-12-07,2023-01-13
S000006754,A0004208,basic,98.5,USD,2024-02-07,2024-04-30
S000006755,A0005905,free,26.44,USD,2023-03-08,2024-03-28
S000006756,A0000168,enterprise,27.82,USD,2023-12-17,2024-02-11
S000006757,A0002064,free,204.97,USD,2023-03-12,2023-08-20
S000006758,A0001489,pro,464.03,USD,2023-05-30,2025-01-06
S000006759,A0000653,free,98.58,USD,2022-02-16,2022-10-07
S000006760,A0004305,free,0.0,USD,2022-04-03,2023-03-19
S000006761,A0000614,pro,92.08,EUR,2023-10-18,2024-04-20
S000006762,A0001158,enterprise,28.12,USD,2024-03-30,2024-12-18
S000006763,A0004431,basic,31.04,EUR,2023-01-15,2023-07-03
S000006764,A0002065,free,484.18,USD,2023-05-08,2024-07-05
S000006765,A0003336,pro,0.0,USD,2024-03-15,2024-04-15
S000006766,A0003248,enterprise,0.0,EUR,2022-06-29,2023-06-16
S000006767,A0004424,pro,479.9,EUR,2023-10-28,2024-02-07
S000006768,A0005385,free,103.05,USD,2023-09-08,2024-01-04
S000006769,A0003397,enterprise,0.0,EUR,2024-07-28,2025-12-22
S000006770,A0002485,pro,29.15,USD,2023-04-23,2023-07-01
S000006771,A0004959,enterprise,0.0,EUR,2023-11-26,2025-06-03
S000006772,A0004161,basic,203.71,USD,2022-03-21,2023-04-05
S000006773,A0000050,pro,541.74,USD,2024-09-12,2024-10-19
S000006774,A0001499,enterprise,491.89,EUR,2023-04-07,2023-05-31
S000006775,A0003593,free,216.16,EUR,2024-04-27,2025-10-01
S000006776,A0005087,pro,0.0,EUR,2023-07-10,2024-01-01
S000006777,A0001294,basic,196.2,EUR,2022-10-06,2023-01-29
S000006778,A0000203,enterprise,27.69,EUR,2023-11-09,2024-05-24
S000006779,A0005388,enterprise,518.86,EUR,2024-02-17,2024-09-07
S000006780,A0000697,free,485.22,USD,2022-12-18,2023-06-24
S000006781,A0005953,enterprise,99.16,USD,2024-06-03,2024-11-04
S000006782,A0002522,free,190.57,USD,2022-04-29,2022-06-26
S000006783,a0002794,basic,213.83,EUR,2024-02-23,2024-05-30
S000006784,A0004055,basic,0.0,USD,2023-04-04,2024-10-08
S000006785,A0003069,enterprise,30.49,EUR,2023-12-18,2024-10-09
S000006786,A0004529,basic,93.18,USD,2023-10-10,2024-03-26
S000006787,A0001061,basic,0.0,USD,2022-03-30,2022-11-18
S000006788,A0005733,basic,481.35,USD,2024-09-14,2025-09-25
S000006789,A0002135,basic,203.59,EUR,2023-10-09,2025-05-29
S000006790,A0004216,pro,479.79,EUR,2022-03-28,2023-07-25
S000006791,A0003088,free,27.51,EUR,2024-04-04,2025-09-27
S000006792,A0003267,enterprise,105.03,USD,2023-09-07,2024-07-13
S000006793,A0004861,enterprise,471.25,EUR,2024-05-15,2024-08-03
S000006794,A0000293,pro,31.75,USD,2024-01-26,2024-05-15
S000006795,A0003323,pro,201.64,USD,2022-03-18,2023-10-31
S000006796,A0000805,enterprise,462.46,USD,2024-02-26,2024-12-11
S000006797,A0002726,enterprise,0.0,EUR,2024-04-06,2024-06-27
S000006798,A0003926,basic,458.84,USD,2022-09-15,2024-04-20
S000006799,A0005835,enterprise,29.95,USD,2022-11-14,2023-11-13
S000006800,A0004956,enterprise,492.81,USD,2022-08-14,2023-12-16
S000006801,A0003862,enterprise,510.11,USD,2022-02-21,2023-01-15
S000006802,A0003828,basic,28.34,EUR,2023-11-24,2025-07-08
S000006803,A0003482,free,97.67,EUR,2023-06-22,2024-01-19
S000006804,A0004247,enterprise,0.0,USD,2023-02-08,2024-09-25
S000006805,A0001725,free,101.62,USD,2023-11-16,2024-10-11
S000006806,A0005743,pro,201.21,USD,2024-05-07,2025-12-09
S000006807, A0005972 ,pro,94.74,USD,2022-02-21,2022-06-18
S000006808,A0003550,basic,207.0,USD,2022-08-19,2023-02-05
S000006809,A0003926,enterprise,190.25,EUR,2024-01-31,2025-01-26
S000006810,A0002220,free,191.16,USD,2023-08-13,2024-06-29
S000006811,A0000834,free,28.25,EUR,2024-02-14,2024-05-24
S000006812,A0002171,enterprise,204.91,EUR,2022-05-17,2023-07-09
S000006813,A0001821,free,500.53,EUR,2023-08-23,2023-11-15
S000006814,A0003778,basic,31.63,USD,2024-09-06,2025-07-01
S000006815,A0002091,pro,193.88,USD,2022-04-20,2022-11-07
S000006816,A0000863,enterprise,545.32,USD,2023-11-21,2023-12-26
S000006817,A0001800,basic,29.25,USD,2022-04-03,2023-08-17
S000006818,A0002643,enterprise,0.0,EUR,2023-08-23,2024-03-21
S000006819,A0001356,enterprise,30.33,USD,2023-11-28,2025-04-06
S000006820,A0005090,pro,179.25,EUR,2024-04-03,2025-05-29
S000006821,A0003043,free,0.0,USD,2023-01-17,2024-07-31
S000006822,A0004358,free,0.0,EUR,2022-09-20,2023-11-09
S000006823,A0005645,basic,28.69,USD,2022-02-15,2023-08-02
