refund_id,payment_id,refund_amount,created_date
REF0000028986,PAY0000028986,11.93,2024-04-19
REF0000029004,PAY0000029004,19.22,2025-01-12
REF0000029016,PAY0000029016,14.86,2023-02-18
REF0000029020,PAY0000029020,14.63,2023-05-07
REF0000029036,PAY0000029036,26.09,2024-08-25
REF0000029041,PAY0000029041,26.34,2024-08-11
REF0000029044,PAY0000029044,14.01,2024-07-24
REF0000029046,PAY0000029046,14.75,2023-12-06
REF0000029053,PAY0000029053,20.63,2023-05-06
REF0000029055,PAY0000029055,33.88,2023-12-23
REF0000029062,PAY0000029062,15.3,2024-11-09
REF0000029075,PAY0000029075,39.22,2023-03-29
REF0000029078,PAY0000029078,9.3,2023-12-29
REF0000029095,PAY0000029095,17.64,2023-08-27
REF0000029096,PAY0000029096,40.89,2025-05-12
REF0000029111,PAY0000029111,50.51,2024-08-28
REF0000029113,PAY0000029113,13.9,2024-10-21
REF0000029132,PAY0000029132,9.15,2024-05-24
REF0000029144,PAY0000029144,9.08,2024-07-12
REF0000029169,PAY0000029169,61.35,2025-03-24
REF0000029170,PAY0000029170,2.05,2023-12-13
REF0000029172,PAY0000029172,4.66,2024-09-29
REF0000029179,PAY0000029179,12.15,2024-08-04
REF0000029181,PAY0000029181,43.68,2024-08-31
REF0000029182,PAY0000029182,3.28,2025-01-27
REF0000029183,PAY0000029183,11.56,2024-11-12
REF0000029206,PAY0000029206,30.7,2024-05-04
REF0000029210,PAY0000029210,79.59,2024-11-04
REF0000029215,PAY0000029215,2.99,2023-09-06
REF0000029216,PAY0000029216,5.75,2024-01-23
REF0000029219,PAY0000029219,11.92,2024-10-16
REF0000029221,PAY0000029221,28.52,2023-03-29
REF0000029233,PAY0000029233,8.16,2024-06-25
REF0000029238,PAY0000029238,35.8,2025-05-01
REF0000029244,PAY0000029244,14.96,2024-02-19
REF0000029245,PAY0000029245,10.51,2024-01-13
REF0000029247,PAY0000029247,24.72,2025-04-26
REF0000029249,PAY0000029249,16.12,2023-12-05
REF0000029255,PAY0000029255,15.59,2024-09-25
REF0000029261,PAY0000029261,12.2,2023-07-14
REF0000029262,PAY0000029262,26.7,2024-01-15
REF0000029272,PAY0000029272,50.23,2025-01-13
REF0000029275,PAY0000029275,56.54,2025-06-20
REF0000029285,PAY0000029285,46.75,2025-05-21
REF0000029286,PAY0000029286,11.31,2023-07-31
REF0000029288,PAY0000029288,92.17,2024-07-25
REF0000029289,PAY0000029289,46.7,2025-06-12
REF0000029290,PAY0000029290,155.01,2024-06-17
REF0000029291,PAY0000029291,24.73,2025-02-09
REF0000029293,PAY0000029293,23.95,2024-02-19
REF0000029294,PAY0000029294,8.06,2025-05-21
REF0000029296,PAY0000029296,4.59,2024-01-01
REF0000029297,PAY0000029297,13.5,2024-02-14
REF0000029304,PAY0000029304,11.15,2025-06-14
REF0000029311,PAY0000029311,26.24,2024-11-05
REF0000029319,PAY0000029319,4.67,2024-03-26
REF0000029321,PAY0000029321,20.19,2023-03-30
REF0000029349,PAY0000029349,35.6,2024-12-06
REF0000029352,PAY0000029352,23.28,2024-01-02
REF0000029363,PAY0000029363,17.89,2025-03-19
REF0000029365,PAY0000029365,31.81,2024-01-19
REF0000029377,PAY0000029377,11.67,2024-05-10
REF0000029379,PAY0000029379,23.68,2025-06-18
REF0000029391,PAY0000029391,10.19,2023-12-03
REF0000029392,PAY0000029392,25.31,2023-08-17
REF0000029398,PAY0000029398,9.62,2024-10-06
REF0000029399,PAY0000029399,10.76,2024-12-11
REF0000029411,PAY0000029411,54.69,2024-04-13
REF0000029420,PAY0000029420,4.67,2023-10-25
REF0000029430,PAY0000029430,33.7,2023-10-16
REF0000029433,PAY0000029433,16.47,2023-12-21
REF0000029448,PAY0000029448,27.76,2023-10-27
REF0000029454,PAY0000029454,18.97,2024-01-17
REF0000029470,PAY0000029470,27.69,2025-05-26
REF0000029471,PAY0000029471,11.73,2025-02-27
REF0000029474,PAY0000029474,3.22,2023-10-25
REF0000029481,PAY0000029481,34.14,2024-01-30
REF0000029482,PAY0000029482,19.17,2025-07-09
REF0000029502,PAY0000029502,51.78,2025-07-02
REF0000029505,PAY0000029505,32.88,2023-06-02
REF0000029520,PAY0000029520,11.81,2023-01-20
REF0000029522,PAY0000029522,22.5,2023-07-15
REF0000029533,PAY0000029533,8.02,2024-08-10
REF0000029550,PAY0000029550,6.15,2023-02-06
REF0000029551,PAY0000029551,9.14,2024-07-21
REF0000029555,PAY0000029555,23.94,2024-01-30
REF0000029556,PAY0000029556,3.13,2023-01-23
REF0000029559,PAY0000029559,4.79,2025-07-18
REF0000029567,PAY0000029567,81.67,2025-02-02
REF0000029571,PAY0000029571,85.5,2023-07-26
REF0000029584,PAY0000029584,15.56,2023-04-08
REF0000029592,PAY0000029592,10.12,2023-07-16
REF0000029598,PAY0000029598,19.66,2024-05-13
REF0000029609,PAY0000029609,3.93,2023-07-31
REF0000029619,PAY0000029619,6.23,2023-06-01
REF0000029626,PAY0000029626,10.9,2025-02-24
REF0000029627,PAY0000029627,1.04,2025-04-10
REF0000029638,PAY0000029638,47.21,2023-01-30
REF0000029639,PAY0000029639,34.53,2023-02-17
REF0000029645,PAY0000029645,11.06,2024-04-04
REF0000029651,PAY0000029651,19.66,2024-10-02
REF0000029654,PAY0000029654,32.2,2024-06-01
REF0000029656,PAY0000029656,9.86,2024-11-07
REF0000029659,PAY0000029659,12.71,2023-12-09
REF0000029660,PAY0000029660,53.59,2024-08-10
REF0000029664,PAY0000029664,33.84,2024-10-31
REF0000029666,PAY0000029666,50.58,2024-07-08
REF0000029702,PAY0000029702,8.15,2025-06-13
REF0000029708,PAY0000029708,37.9,2025-02-18
REF0000029720,PAY0000029720,12.58,2025-05-11
REF0000029731,PAY0000029731,40.47,2024-10-20
REF0000029748,PAY0000029748,18.46,2024-04-23
REF0000029752,PAY0000029752,3.56,2024-10-26
REF0000029753,PAY0000029753,19.65,2023-06-13
REF0000029760,PAY0000029760,10.96,2025-02-26
REF0000029761,PAY0000029761,43.41,2024-06-24
REF0000029766,PAY0000029766,21.68,2024-01-16
REF0000029774,PAY0000029774,56.15,2025-05-26
REF0000029785,PAY0000029785,16.21,2024-02-16
REF0000029790,PAY0000029790,12.72,2025-01-30
REF0000029793,PAY0000029793,7.67,2024-03-10
REF0000029794,PAY0000029794,8.54,2025-04-22
REF0000029797,PAY0000029797,140.37,2025-02-16
REF0000029799,PAY0000029799,15.03,2024-11-10
REF0000029812,PAY0000029812,16.95,2023-11-30
REF0000029818,PAY0000029818,7.05,2024-08-10
REF0000029822,PAY0000029822,6.35,2023-02-07
REF0000029824,PAY0000029824,54.1,2024-11-15
REF0000029825,PAY0000029825,31.75,2025-05-11
REF0000029826,PAY0000029826,14.84,2025-05-01
REF0000029838,PAY0000029838,38.15,2023-11-09
REF0000029841,PAY0000029841,8.63,2024-12-13
REF0000029842,PAY0000029842,5.9,2025-07-01
REF0000029862,PAY0000029862,5.68,2024-02-17
REF0000029874,PAY0000029874,22.05,2024-01-26
REF0000029875,PAY0000029875,5.65,2023-09-18
REF0000029878,PAY0000029878,25.46,2024-02-14
REF0000029879,PAY0000029879,33.09,2023-04-30
REF0000029882,PAY0000029882,24.54,2023-12-13
REF0000029903,PAY0000029903,10.8,2023-06-24
REF0000029905,PAY0000029905,12.28,2025-07-02
REF0000029911,PAY0000029911,23.42,2025-04-18
REF0000029913,PAY0000029913,13.63,2023-01-27
REF0000029917,PAY0000029917,11.3,2024-02-18
REF0000029932,PAY0000029932,16.32,2023-12-14
REF0000029937,PAY0000029937,41.97,2025-01-23
REF0000029939,PAY0000029939,35.72,2023-08-04
REF0000029945,PAY0000029945,9.55,2023-08-04
REF0000029951,PAY0000029951,16.49,2024-04-13
REF0000029954,PAY0000029954,4.22,2024-07-11
REF0000029955,PAY0000029955,34.42,2025-06-05
REF0000029965,PAY0000029965,41.06,2023-03-03
REF0000029969,PAY0000029969,24.59,2024-05-20
REF0000029973,PAY0000029973,45.89,2023-07-02
REF0000029979,PAY0000029979,14.4,2023-04-25
REF0000029985,PAY0000029985,6.65,2024-12-14
REF0000029986,PAY0000029986,19.58,2024-09-16
REF0000029996,PAY0000029996,31.93,2024-09-11
REF0000029997,PAY0000029997,30.34,2025-04-18
REF0000029998,PAY0000029998,14.72,2024-03-16
REF0000029999,PAY0000029999,22.64,2023-09-26
REF0000030000,PAY0000030000,27.0,2025-02-14
REF0000030001,PAY0000030001,7.62,2024-07-28
REF0000030004,PAY0000030004,49.41,2024-02-23
REF0000030008,PAY0000030008,35.93,2024-04-28
REF0000030021,PAY0000030021,15.89,2023-12-24
REF0000030022,PAY0000030022,28.83,2023-05-03
REF0000030025,PAY0000030025,40.01,2023-11-15
REF0000030031,PAY0000030031,56.06,2023-10-10
REF0000030035,PAY0000030035,11.71,2025-03-06
REF0000030038,PAY0000030038,5.95,2024-07-15
REF0000030049,PAY0000030049,18.7,2024-01-21
REF0000030053,PAY0000030053,18.94,2023-02-12
REF0000030058,PAY0000030058,20.83,2024-12-17
REF0000030068,PAY0000030068,20.51,2023-02-05
REF0000030091,PAY0000030091,24.83,2024-06-19
REF0000030097,PAY0000030097,30.35,2025-05-28
REF0000030098,PAY0000030098,18.15,2023-05-18
REF0000030101,PAY0000030101,13.56,2023-07-31
REF0000030110,PAY0000030110,11.06,2023-10-29
REF0000030115,PAY0000030115,10.1,2023-08-25
REF0000030116,PAY0000030116,43.66,2024-03-24
REF0000030129,PAY0000030129,6.21,2024-11-23
REF0000030134,PAY0000030134,15.29,2024-11-21
REF0000030143,PAY0000030143,68.83,2024-04-04
REF0000030145,PAY0000030145,44.49,2023-06-19
REF0000030147,PAY0000030147,48.36,2024-11-09
REF0000030153,PAY0000030153,12.41,2024-11-18
REF0000030154,PAY0000030154,23.29,2023-11-28
REF0000030176,PAY0000030176,81.59,2024-05-17
REF0000030177,PAY0000030177,17.16,2024-09-04
REF0000030179,PAY0000030179,14.69,2024-02-21
REF0000030181,PAY0000030181,16.16,2025-06-11
REF0000030184,PAY0000030184,56.58,2025-01-09
REF0000030186,PAY0000030186,10.64,2023-04-14
REF0000030202,PAY0000030202,8.39,2024-02-08
REF0000030206,PAY0000030206,36.32,2024-10-08
REF0000030215,PAY0000030215,14.58,2023-02-16
REF0000030217,PAY0000030217,22.51,2024-02-13
REF0000030224,PAY0000030224,0.98,2024-06-30
REF0000030231,PAY0000030231,36.93,2024-08-29
REF0000030258,PAY0000030258,10.77,2023-02-12
REF0000030266,PAY0000030266,35.17,2023-01-29
REF0000030287,PAY0000030287,12.96,2025-06-19
REF0000030292,PAY0000030292,11.35,2024-03-12
REF0000030310,PAY0000030310,60.22,2024-05-11
REF0000030312,PAY0000030312,46.25,2024-08-20
REF0000030332,PAY0000030332,9.77,2023-10-24
REF0000030337,PAY0000030337,22.26,2025-07-05
REF0000030349,PAY0000030349,5.97,2023-11-25
REF0000030358,PAY0000030358,20.84,2025-05-21
REF0000030367,PAY0000030367,18.33,2025-03-29
REF0000030376,PAY0000030376,26.29,2023-04-20
REF0000030384,PAY0000030384,18.69,2023-09-18
REF0000030386,PAY0000030386,27.75,2023-10-16
REF0000030388,PAY0000030388,48.7,2024-03-30
REF0000030398,PAY0000030398,12.43,2023-11-17
REF0000030401,PAY0000030401,15.85,2023-07-17
REF0000030408,PAY0000030408,3.37,2025-02-03
REF0000030425,PAY0000030425,50.87,2024-08-29
REF0000030435,PAY0000030435,5.35,2024-01-02
REF0000030442,PAY0000030442,44.45,2024-04-11
REF0000030456,PAY0000030456,28.44,2024-11-05
REF0000030458,PAY0000030458,44.56,2023-09-12
REF0000030464,PAY0000030464,13.88,2025-06-13
REF0000030466,PAY0000030466,40.39,2023-02-23
REF0000030468,PAY0000030468,10.21,2023-02-18
REF0000030471,PAY0000030471,5.91,2023-10-22
REF0000030473,PAY0000030473,31.68,2025-01-31
REF0000030474,PAY0000030474,13.46,2024-09-05
REF0000030476,PAY0000030476,28.2,2024-08-09
REF0000030478,PAY0000030478,59.68,2023-10-17
REF0000030492,PAY0000030492,12.13,2025-03-20
REF0000030502,PAY0000030502,13.3,2024-08-19
REF0000030503,PAY0000030503,89.57,2023-05-24
REF0000030510,PAY0000030510,7.58,2024-03-18
REF0000030511,PAY0000030511,11.36,2024-11-29
REF0000030515,PAY0000030515,21.06,2023-05-28
REF0000030518,PAY0000030518,10.49,2023-07-17
REF0000030520,PAY0000030520,9.79,2024-08-20
REF0000030529,PAY0000030529,3.12,2023-08-01
REF0000030531,PAY0000030531,11.03,2025-06-25
REF0000030536,PAY0000030536,14.51,2024-07-13
REF0000030537,PAY0000030537,8.12,2023-11-19
REF0000030547,PAY0000030547,14.85,2023-02-13
REF0000030552,PAY0000030552,4.14,2025-06-09
REF0000030556,PAY0000030556,11.18,2024-11-08
REF0000030557,PAY0000030557,29.28,2023-12-23
REF0000030568,PAY0000030568,16.73,2024-06-26
REF0000030586,PAY0000030586,30.75,2023-07-22
REF0000030590,PAY0000030590,31.0,2025-02-17
REF0000030605,PAY0000030605,6.79,2024-10-07
REF0000030612,PAY0000030612,2.8,2025-02-14
REF0000030613,PAY0000030613,49.58,2023-10-16
REF0000030614,PAY0000030614,25.63,2024-05-21
REF0000030617,PAY0000030617,20.08,2025-03-12
REF0000030618,PAY0000030618,8.85,2024-01-24
REF0000030627,PAY0000030627,32.61,2024-05-13
REF0000030628,PAY0000030628,29.07,2023-04-18
REF0000030630,PAY0000030630,32.34,2024-03-28
REF0000030638,PAY0000030638,30.39,2023-12-06
REF0000030651,PAY0000030651,88.28,2023-12-12
REF0000030659,PAY0000030659,11.72,2025-04-11
REF0000030660,PAY0000030660,10.67,2024-01-20
REF0000030667,PAY0000030667,7.11,2023-11-18
REF0000030681,PAY0000030681,7.92,2024-04-05
REF0000030684,PAY0000030684,59.13,2025-02-02
REF0000030692,PAY0000030692,32.52,2023-06-06
REF0000030695,PAY0000030695,40.98,2023-01-06
REF0000030696,PAY0000030696,14.98,2023-02-22
REF0000030697,PAY0000030697,20.37,2023-09-07
REF0000030702,PAY0000030702,22.2,2023-08-28
REF0000030708,PAY0000030708,8.78,2024-03-05
REF0000030714,PAY0000030714,30.91,2024-11-05
REF0000030715,PAY0000030715,17.17,2023-04-25
REF0000030716,PAY0000030716,33.51,2023-10-05
REF0000030720,PAY0000030720,1.28,2025-03-15
REF0000030725,PAY0000030725,8.35,2023-07-07
REF0000030726,PAY0000030726,16.99,2023-02-19
REF0000030731,PAY0000030731,9.44,2023-11-17
REF0000030736,PAY0000030736,6.35,2025-05-11
REF0000030737,PAY0000030737,18.32,2023-12-12
REF0000030765,PAY0000030765,14.13,2025-01-02
REF0000030767,PAY0000030767,28.23,2025-01-16
REF0000030776,PAY0000030776,42.86,2023-07-08
REF0000030815,PAY0000030815,9.38,2024-03-02
REF0000030819,PAY0000030819,15.21,2023-01-20
REF0000030825,PAY0000030825,6.6,2023-04-29
REF0000030826,PAY0000030826,25.72,2025-05-01
REF0000030835,PAY0000030835,82.19,2024-05-05
REF0000030842,PAY0000030842,10.93,2023-02-22
REF0000030869,PAY0000030869,11.23,2023-11-21
REF0000030873,PAY0000030873,39.63,2025-06-08
REF0000030879,PAY0000030879,39.76,2024-07-01
REF0000030891,PAY0000030891,77.96,2025-01-09
REF0000030902,PAY0000030902,26.18,2025-03-14
REF0000030908,PAY0000030908,33.19,2023-05-17
REF0000030913,PAY0000030913,7.99,2024-09-04
REF0000030915,PAY0000030915,6.47,2025-06-19
REF0000030919,PAY0000030919,12.06,2025-01-14
REF0000030933,PAY0000030933,39.29,2023-02-15
REF0000030942,PAY0000030942,46.01,2025-01-15
REF0000030948,PAY0000030948,17.58,2024-05-06
REF0000030965,PAY0000030965,11.84,2024-09-06
REF0000030975,PAY0000030975,39.96,2023-02-08
REF0000030981,PAY0000030981,24.49,2025-04-02
REF0000030997,PAY0000030997,5.14,2024-03-01
REF0000031001,PAY0000031001,14.82,2024-11-30
REF0000031011,PAY0000031011,9.62,2025-01-19
REF0000031020,PAY0000031020,13.39,2025-01-18
REF0000031022,PAY0000031022,30.66,2025-02-26
REF0000031026,PAY0000031026,30.78,2025-02-12
REF0000031027,PAY0000031027,10.12,2023-11-11
REF0000031034,PAY0000031034,8.99,2024-09-05
REF0000031036,PAY0000031036,12.76,2023-03-15
REF0000031043,PAY0000031043,22.8,2024-07-25
REF0000031064,PAY0000031064,4.53,2023-10-01
REF0000031071,PAY0000031071,76.91,2024-03-07
REF0000031092,PAY0000031092,30.3,2023-04-12
REF0000031093,PAY0000031093,111.11,2025-01-15
REF0000031100,PAY0000031100,31.34,2025-05-17
REF0000031101,PAY0000031101,22.38,2024-06-08
REF0000031102,PAY0000031102,9.24,2025-05-13
REF0000031123,PAY0000031123,11.33,2023-04-15
REF0000031128,PAY0000031128,22.07,2024-05-01
REF0000031169,PAY0000031169,34.02,2024-02-27
REF0000031186,PAY0000031186,1.96,2024-07-11
REF0000031187,PAY0000031187,36.58,2025-01-17
REF0000031195,PAY0000031195,33.5,2025-06-20
REF0000031203,PAY0000031203,34.19,2024-10-29
REF0000031205,PAY0000031205,23.54,2023-02-11
REF0000031210,PAY0000031210,20.01,2025-06-30
REF0000031211,PAY0000031211,22.65,2023-09-04
REF0000031219,PAY0000031219,13.78,2023-03-21
REF0000031223,PAY0000031223,15.78,2025-06-08
REF0000031228,PAY0000031228,15.22,2025-01-13
REF0000031234,PAY0000031234,99.9,2024-12-07
REF0000031237,PAY0000031237,49.03,2023-02-13
REF0000031239,PAY0000031239,29.76,2023-04-18
REF0000031254,PAY0000031254,24.84,2023-07-27
REF0000031259,PAY0000031259,54.11,2023-06-02
REF0000031267,PAY0000031267,56.38,2024-04-03
REF0000031270,PAY0000031270,15.7,2024-03-14
REF0000031272,PAY0000031272,27.4,2025-05-04
REF0000031282,PAY0000031282,8.37,2023-03-13
REF0000031285,PAY0000031285,11.53,2024-09-14
REF0000031299,PAY0000031299,35.45,2023-05-23
REF0000031303,PAY0000031303,6.8,2023-06-21
REF0000031313,PAY0000031313,31.75,2024-04-22
REF0000031317,PAY0000031317,21.53,2024-04-12
REF0000031334,PAY0000031334,4.72,2023-07-18
REF0000031335,PAY0000031335,2.56,2024-11-09
REF0000031337,PAY0000031337,9.82,2023-06-01
REF0000031338,PAY0000031338,16.96,2023-02-03
REF0000031345,PAY0000031345,24.58,2024-05-31
REF0000031347,PAY0000031347,43.76,2024-07-02
REF0000031351,PAY0000031351,11.56,2023-04-30
REF0000031355,PAY0000031355,6.3,2025-05-18
REF0000031357,PAY0000031357,68.59,2024-04-16
REF0000031359,PAY0000031359,11.15,2023-01-05
REF0000031365,PAY0000031365,20.85,2023-05-15
REF0000031367,PAY0000031367,8.48,2023-07-26
REF0000031369,PAY0000031369,52.65,2025-03-26
REF0000031374,PAY0000031374,49.05,2024-02-26
REF0000031387,PAY0000031387,24.17,2024-01-23
REF0000031388,PAY0000031388,16.63,2024-08-05
REF0000031390,PAY0000031390,22.39,2025-05-13
REF0000031391,PAY0000031391,13.47,2024-02-09
REF0000031392,PAY0000031392,5.62,2023-08-08
REF0000031393,PAY0000031393,78.19,2023-02-09
REF0000031394,PAY0000031394,73.02,2023-10-11
REF0000031395,PAY0000031395,11.19,2023-10-08
REF0000031410,PAY0000031410,11.96,2024-09-16
REF0000031423,PAY0000031423,50.59,2023-09-08
REF0000031424,PAY0000031424,18.24,2023-09-12
REF0000031430,PAY0000031430,186.39,2024-11-04
REF0000031433,PAY0000031433,15.03,2023-05-21
REF0000031439,PAY0000031439,20.03,2023-11-11
REF0000031444,PAY0000031444,10.17,2025-01-13
REF0000031452,PAY0000031452,3.96,2024-12-22
REF0000031455,PAY0000031455,42.62,2024-06-18
REF0000031457,PAY0000031457,14.18,2024-03-12
REF0000031458,PAY0000031458,61.64,2024-10-06
REF0000031474,PAY0000031474,29.57,2024-01-29
REF0000031486,PAY0000031486,23.09,2023-11-22
REF0000031493,PAY0000031493,9.09,2025-07-14
REF0000031495,PAY0000031495,180.76,2023-11-10
REF0000031505,PAY0000031505,14.95,2024-06-13
REF0000031506,PAY0000031506,48.32,2024-07-06
REF0000031516,PAY0000031516,28.11,2023-07-06
REF0000031517,PAY0000031517,22.98,2023-02-15
REF0000031526,PAY0000031526,47.69,2023-11-17
REF0000031529,PAY0000031529,21.84,2024-06-06
REF0000031530,PAY0000031530,9.58,2024-11-26
REF0000031537,PAY0000031537,9.68,2024-01-21
REF0000031540,PAY0000031540,52.37,2023-12-23
REF0000031546,PAY0000031546,18.91,2023-08-29
REF0000031550,PAY0000031550,34.7,2024-05-16
REF0000031555,PAY0000031555,17.25,2023-06-21
REF0000031560,PAY0000031560,8.9,2024-10-27
REF0000031563,PAY0000031563,6.88,2024-11-06
REF0000031565,PAY0000031565,36.11,2024-03-02
REF0000031567,PAY0000031567,10.76,2025-02-22
REF0000031570,PAY0000031570,15.01,2023-05-04
REF0000031577,PAY0000031577,7.2,2024-01-05
REF0000031583,PAY0000031583,6.74,2025-03-10
REF0000031603,PAY0000031603,32.15,2023-11-22
REF0000031604,PAY0000031604,8.81,2024-07-19
REF0000031607,PAY0000031607,2.22,2023-10-23
REF0000031609,PAY0000031609,10.36,2024-09-15
REF0000031610,PAY0000031610,33.03,2023-10-14
REF0000031618,PAY0000031618,33.22,2024-04-26
REF0000031624,PAY0000031624,33.62,2024-03-06
REF0000031636,PAY0000031636,11.23,2023-02-12
REF0000031661,PAY0000031661,9.34,2023-06-26
REF0000031662,PAY0000031662,39.99,2023-07-25
REF0000031670,PAY0000031670,14.95,2024-09-01
REF0000031678,PAY0000031678,2.5,2024-11-13
REF0000031700,PAY0000031700,48.13,2023-11-01
REF0000031702,PAY0000031702,5.55,2024-12-30
REF0000031704,PAY0000031704,9.52,2023-10-24
REF0000031705,PAY0000031705,11.28,2023-08-13
REF0000031713,PAY0000031713,52.41,2025-07-04
REF0000031717,PAY0000031717,21.12,2024-05-23
REF0000031720,PAY0000031720,15.23,2025-05-25
REF0000031745,PAY0000031745,22.84,2025-06-04
REF0000031752,PAY0000031752,19.61,2024-01-19
REF0000031754,PAY0000031754,6.8,2024-12-15
REF0000031757,PAY0000031757,11.27,2025-02-19
REF0000031760,PAY0000031760,27.96,2023-12-03
REF0000031763,PAY0000031763,13.37,2023-07-21
REF0000031770,PAY0000031770,19.27,2024-12-03
REF0000031777,PAY0000031777,16.99,2024-10-16
REF0000031778,PAY0000031778,12.55,2024-04-17
REF0000031785,PAY0000031785,15.21,2025-01-08
REF0000031787,PAY0000031787,82.89,2023-05-23
REF0000031794,PAY0000031794,51.76,2025-02-03
REF0000031813,PAY0000031813,15.88,2024-10-31
REF0000031815,PAY0000031815,47.58,2024-01-18
REF0000031817,PAY0000031817,69.64,2024-08-13
REF0000031820,PAY0000031820,10.94,2023-09-21
REF0000031825,PAY0000031825,16.31,2024-05-20
REF0000031833,PAY0000031833,60.09,2024-11-25
REF0000031839,PAY0000031839,55.28,2024-10-24
REF0000031841,PAY0000031841,22.27,2024-10-28
REF0000031846,PAY0000031846,23.92,2023-10-07
REF0000031851,PAY0000031851,5.09,2024-03-05
REF0000031858,PAY0000031858,10.1,2024-09-08
REF0000031859,PAY0000031859,16.04,2024-10-21
REF0000031861,PAY0000031861,72.48,2024-10-26
REF0000031878,PAY0000031878,3.53,2025-05-30
REF0000031880,PAY0000031880,5.68,2025-01-27
REF0000031889,PAY0000031889,13.95,2023-06-14
REF0000031890,PAY0000031890,62.82,2023-08-25
REF0000031903,PAY0000031903,3.63,2024-02-20
REF0000031907,PAY0000031907,10.23,2023-04-23
REF0000031908,PAY0000031908,26.0,2023-09-16
REF0000031919,PAY0000031919,27.63,2024-08-25
REF0000031927,PAY0000031927,30.14,2025-01-16
REF0000031931,PAY0000031931,66.64,2023-02-02
REF0000031944,PAY0000031944,65.63,2025-05-06
REF0000031948,PAY0000031948,35.07,2025-02-28
REF0000031950,PAY0000031950,1.11,2025-05-08
REF0000031960,PAY0000031960,6.48,2023-02-03
REF0000031970,PAY0000031970,5.88,2025-01-14
REF0000031975,PAY0000031975,8.55,2024-03-07
REF0000031990,PAY0000031990,185.94,2025-02-11
REF0000031998,PAY0000031998,14.66,2024-09-03
REF0000032003,PAY0000032003,36.16,2023-03-19
REF0000032006,PAY0000032006,7.44,2024-02-22
REF0000032012,PAY0000032012,17.17,2024-10-29
REF0000032023,PAY0000032023,32.02,2025-01-30
REF0000032031,PAY0000032031,1.79,2025-01-21
REF0000032043,PAY0000032043,70.0,2023-02-06
REF0000032050,PAY0000032050,39.7,2025-01-02
REF0000032071,PAY0000032071,21.95,2024-12-31
REF0000032072,PAY0000032072,49.83,2023-02-09
REF0000032097,PAY0000032097,1.35,2024-12-01
REF0000032098,PAY0000032098,8.98,2024-09-21
REF0000032101,PAY0000032101,17.96,2023-10-27
REF0000032104,PAY0000032104,4.92,2025-01-14
REF0000032109,PAY0000032109,12.3,2024-01-31
REF0000032112,PAY0000032112,15.92,2024-06-04
REF0000032115,PAY0000032115,3.97,2025-06-07
REF0000032116,PAY0000032116,6.37,2024-08-23
REF0000032120,PAY0000032120,65.23,2025-05-21
REF0000032123,PAY0000032123,40.1,2025-01-12
REF0000032130,PAY0000032130,13.96,2023-09-21
REF0000032132,PAY0000032132,12.64,2025-01-09
REF0000032138,PAY0000032138,36.33,2025-06-08
REF0000032140,PAY0000032140,34.65,2024-06-24
REF0000032141,PAY0000032141,3.37,2024-07-12
REF0000032143,PAY0000032143,6.71,2024-06-07
REF0000032144,PAY0000032144,11.33,2024-02-10
REF0000032159,PAY0000032159,45.74,2023-11-21
REF0000032163,PAY0000032163,14.37,2023-02-25
REF0000032167,PAY0000032167,48.6,2024-01-09
REF0000032168,PAY0000032168,26.86,2024-08-31
REF0000032175,PAY0000032175,33.26,2023-06-18
REF0000032180,PAY0000032180,23.88,2025-06-04
REF0000032181,PAY0000032181,30.75,2023-08-29
REF0000032184,PAY0000032184,48.27,2025-05-19
REF0000032189,PAY0000032189,25.65,2023-04-23
REF0000032191,PAY0000032191,27.73,2023-09-04
REF0000032195,PAY0000032195,16.48,2023-02-06
REF0000032196,PAY0000032196,31.72,2024-12-16
REF0000032198,PAY0000032198,12.81,2023-01-21
REF0000032203,PAY0000032203,99.76,2024-12-22
REF0000032204,PAY0000032204,30.67,2024-08-20
REF0000032206,PAY0000032206,44.66,2024-09-30
REF0000032210,PAY0000032210,47.39,2024-04-26
REF0000032211,PAY0000032211,28.71,2025-02-01
REF0000032213,PAY0000032213,15.26,2025-01-28
REF0000032217,PAY0000032217,4.05,2024-12-08
REF0000032223,PAY0000032223,11.14,2025-05-23
REF0000032227,PAY0000032227,60.47,2024-11-10
REF0000032243,PAY0000032243,15.07,2025-07-08
REF0000032250,PAY0000032250,14.29,2023-10-21
REF0000032261,PAY0000032261,11.68,2023-02-14
REF0000032268,PAY0000032268,44.41,2023-08-06
REF0000032273,PAY0000032273,6.13,2023-09-01
REF0000032277,PAY0000032277,8.29,2024-01-08
REF0000032278,PAY0000032278,52.39,2023-04-17
REF0000032293,PAY0000032293,3.54,2025-01-03
REF0000032297,PAY0000032297,28.79,2024-03-28
REF0000032301,PAY0000032301,9.39,2023-11-14
REF0000032304,PAY0000032304,22.87,2024-02-04
REF0000032327,PAY0000032327,19.25,2023-05-25
REF0000032330,PAY0000032330,8.28,2024-11-27
REF0000032340,PAY0000032340,23.28,2024-08-19
REF0000032341,PAY0000032341,22.96,2024-09-03
REF0000032344,PAY0000032344,32.16,2024-12-28
REF0000032346,PAY0000032346,10.2,2025-04-20
REF0000032359,PAY0000032359,4.53,2023-09-15
REF0000032360,PAY0000032360,5.5,2024-08-22
REF0000032376,PAY0000032376,11.85,2023-05-30
REF0000032381,PAY0000032381,14.64,2024-12-11
