payment_id,order_id,status,amount,currency,created_date
PAY0000032240,O000032240,failed,9.56,USD,2023-11-22
PAY0000032241,o000032241,captured,11.35,USD,2024-11-24
PAY0000032242,O000032242,captured,11.33,EUR,2023-08-22
PAY0000032243,O000032243,refunded,15.07,USD,2025-06-08
PAY0000032244,O000032244,captured,15.25,USD,2024-07-18
PAY0000032245,O000032245,captured,8.53,USD,2024-12-26
PAY0000032246,O000032246,captured,47.81,EUR,2024-11-19
PAY0000032247,O000032247,captured,22.79,PLN,2024-11-03
PAY0000032248,O000032248,captured,108.06,USD,2025-05-13
PAY0000032249,O000032249,captured,23.88,EUR,2023-05-16
PAY0000032250,O000032250,refunded,14.29,GBP,2023-10-17
PAY0000032251,O000032251,captured,18.42,EUR,2023-03-08
PAY0000032252,O000032252,captured,44.04,PLN,2023-02-17
PAY0000032253,O000032253,captured,15.71,EUR,2025-06-14
PAY0000032254,O000032254,captured,17.77,EUR,2023-08-10
PAY0000032255,o000032255,captured,13.93,PLN,2023-09-11
PAY0000032256,O000032256,captured,17.89,EUR,2024-02-01
PAY0000032258,O000032258,captured,36.52,USD,2023-02-07
PAY0000032259,O000032259,captured,4.12,EUR,2023-08-08
PAY0000032260,O000032260,authorized,16.54,EUR,2025-03-29
PAY0000032261,O000032261,partial_refund,28.26,EUR,2023-01-24
PAY0000032262, O000032262 ,captured,21.87,USD,2025-05-01
PAY0000032263,O000032263,captured,35.97,PLN,2023-03-05
PAY0000032264,O000032264,captured,26.77,USD,2024-05-03
PAY0000032265,O000032265,captured,10.99,EUR,2024-04-14
PAY0000032266,O000032266,captured,16.5,EUR,2024-07-18
PAY0000032267,O000032267,failed,14.04,PLN,2025-01-02
PAY0000032268,O000032268,refunded,44.41,GBP,2023-07-19
PAY0000032269,O000032269,captured,29.61,EUR,2024-12-17
PAY0000032270,O000032270,captured,18.82,EUR,2025-01-24
PAY0000032271,O000032271,captured,16.33,EUR,2025-04-21
PAY0000032272,O000032272,captured,29.93,EUR,2025-04-05
PAY0000032273,O000032273,refunded,6.13,USD,2023-08-19
PAY0000032274,O000032274,captured,17.04,EUR,2023-08-08
PAY0000032275,O000032275,captured,16.64,EUR,2023-11-09
PAY0000032276,O000032276,captured,39.78,USD,2024-09-06
PAY0000032277,O000032277,partial_refund,24.82,USD,2023-12-28
PAY0000032278,O000032278,refunded,52.39,EUR,2023-04-13
PAY0000032279,O000032279,captured,34.88,EUR,2025-05-24
PAY0000032280,O000032280,captured,25.95,EUR,2023-09-17
PAY0000032281,O000032281,captured,27.6,EUR,2023-08-26
PAY0000032282,O000032282,captured,21.52,EUR,2023-04-17
PAY0000032284, O000032284 ,captured,54.07,EUR,2024-01-21
PAY0000032285,O000032285,captured,16.49,EUR,2023-10-26
PAY0000032286,o000032286,captured,11.78,USD,2024-10-04
PAY0000032287,O000032287,captured,20.23,USD,2023-11-01
PAY0000032288,O000032288,captured,14.41,USD,2024-07-18
PAY0000032289,O000032289,captured,13.99,EUR,2024-02-01
PAY0000032290,O000032290,captured,7.32,EUR,2024-02-25
PAY0000032291,O000032291,captured,23.49,EUR,2024-05-07
PAY0000032293,O000032293,partial_refund,33.82,PLN,2025-01-02
PAY0000032294,O000032294,captured,24.67,USD,2024-04-29
PAY0000032295,O000032295,captured,55.31,EUR,2023-09-05
PAY0000032296,O000032296,captured,32.66,PLN,2023-06-26
PAY0000032297, O000032297 ,refunded,28.79,USD,2024-03-18
PAY0000032298,O000032298,captured,26.6,USD,2024-04-24
PAY0000032299,O000032299,captured,35.58,PLN,2024-04-02
PAY0000032300,O000032300,authorized,14.73,USD,2023-02-19
PAY0000032301,O000032301,partial_refund,25.04,EUR,2023-11-09
PAY0000032302,O000032302,failed,23.37,EUR,2023-06-27
PAY0000032303,O000032303,captured,44.0,EUR,2023-09-29
PAY0000032304,O000032304,captured,35.9,USD,2024-01-12
PAY0000032305,O000032305,captured,13.35,EUR,2024-03-13
PAY0000032306,O000032306,captured,49.69,EUR,2023-04-12
PAY0000032307,O000032307,authorized,88.46,USD,2023-03-24
PAY0000032308,O000032308,authorized,33.24,USD,2024-11-14
PAY0000032309,O000032309,captured,34.39,EUR,2023-03-28
PAY0000032310,O000032310,captured,42.63,EUR,2023-03-04
PAY0000032311,O000032311,captured,38.4,GBP,2025-02-03
PAY0000032312,O000032312,captured,29.11,USD,2023-10-31
PAY0000032313,O000032313,captured,36.19,EUR,2023-03-11
PAY0000032314,O000032314,captured,17.4,EUR,2023-12-31
PAY0000032315,O000032315,captured,17.51,EUR,2025-05-16
PAY0000032316,O000032316,captured,12.9,USD,2024-02-29
PAY0000032317,O000032317,captured,143.8,EUR,2025-01-18
PAY0000032318,O000032318,authorized,25.0,EUR,2023-02-12
PAY0000032319,O000032319,captured,12.87,EUR,2024-08-20
PAY0000032320,O000032320,captured,29.73,USD,2024-06-21
PAY0000032321,O000032321,captured,40.93,EUR,2024-04-21
PAY0000032322,O000032322,captured,8.52,EUR,2025-04-24
PAY0000032324,O000032324,captured,23.35,EUR,2023-08-30
PAY0000032325,O000032325,captured,30.6,EUR,2023-02-26
PAY0000032327,o000032327,refunded,19.25,USD,2023-05-09
PAY0000032328,O000032328,captured,9.32,USD,2024-09-22
PAY0000032329,o000032329,captured,33.28,EUR,2023-09-04
PAY0000032330,O000032330,captured,13.24,USD,2024-10-31
PAY0000032331,O000032331,captured,23.99,USD,2024-01-29
PAY0000032332,O000032332,captured,59.75,PLN,2025-06-11
PAY0000032333,O000032333,captured,19.09,EUR,2024-11-17
PAY0000032335,O000032335,captured,22.82,EUR,2025-06-12
PAY0000032336,O000032336,captured,9.94,EUR,2024-06-22
PAY0000032337,O000032337,captured,48.72,EUR,2023-08-27
PAY0000032338,O000032338,captured,19.89,EUR,2023-09-18
PAY0000032339,O000032339,captured,12.13,EUR,2024-01-31
PAY0000032340,O000032340,refunded,23.28,GBP,2024-07-31
PAY0000032341,O000032341,refunded,22.96,EUR,2024-08-12
PAY0000032342,O000032342,captured,14.33,EUR,2024-09-14
PAY0000032343,O000032343,captured,30.89,EUR,2024-09-19
PAY0000032344,O000032344,partial_refund,40.47,USD,2024-12-15
PAY0000032345,O000032345,failed,101.52,EUR,2023-01-20
PAY0000032346,O000032346,partial_refund,50.31,EUR,2025-04-16
PAY0000032347,O000032347,captured,58.03,USD,2024-07-14
PAY0000032348,O000032348,captured,13.94,EUR,2024-10-18
PAY0000032350,O000032350,captured,33.69,EUR,2023-02-21
PAY0000032351,O000032351,captured,23.83,USD,2023-07-17
PAY0000032352,O000032352,authorized,7.84,EUR,2024-10-01
PAY0000032353,O000032353,authorized,26.21,EUR,2023-04-02
PAY0000032354,O000032354,captured,54.04,USD,2023-03-08
PAY0000032355,O000032355,captured,34.48,EUR,2023-07-02
PAY0000032356,O000032356,captured,16.35,EUR,2023-03-24
PAY0000032357,O000032357,captured,37.58,GBP,2024-04-23
PAY0000032358,O000032358,captured,15.49,EUR,2023-04-15
PAY0000032359,O000032359,partial_refund,12.57,EUR,2023-08-27
PAY0000032360,O000032360,partial_refund,10.65,EUR,2024-07-27
PAY0000032361,O000032361,authorized,12.01,EUR,2024-08-29
PAY0000032362,O000032362,captured,20.94,USD,2024-06-19
PAY0000032363,O000032363,captured,8.27,EUR,2023-12-29
PAY0000032364,O000032364,captured,177.65,USD,2025-04-04
PAY0000032365,O000032365,captured,16.71,EUR,2023-01-28
PAY0000032367,O000032367,authorized,32.44,EUR,2024-07-11
PAY0000032368,O000032368,captured,15.59,EUR,2023-10-12
PAY0000032369,O000032369,captured,11.55,EUR,2024-06-30
PAY0000032370,O000032370,captured,30.49,PLN,2023-02-23
PAY0000032371,O000032371,captured,5.87,EUR,2024-02-22
PAY0000032372,O000032372,captured,15.87,EUR,2023-05-26
PAY0000032373,O000032373,captured,3.26,USD,2025-03-14
PAY0000032374,O000032374,captured,18.59,PLN,2024-07-07
PAY0000032375,O000032375,captured,62.03,USD,2025-05-13
PAY0000032376,O000032376,refunded,11.85,EUR,2023-05-26
PAY0000032377,O000032377,captured,31.54,EUR,2025-03-22
PAY0000032379,O000032379,captured,35.35,USD,2023-12-28
PAY0000032380, O000032380 ,captured,18.16,USD,2024-04-23
PAY0000032381,O000032381,refunded,14.64,EUR,2024-12-09
PAY0000032382,O000032382,captured,18.37,EUR,2023-10-30
PAY0000032383,O000032383,captured,32.62,EUR,2024-07-02
PAY0000032384,O000032384,captured,31.0,PLN,2023-09-14
PAY0000032385,O000032385,partial_refund,26.93,EUR,2023-01-11
PAY0000032386,O000032386,captured,16.91,EUR,2024-04-19
PAY0000032387,O000032387,captured,12.87,EUR,2023-07-18
PAY0000032388,O000032388,captured,34.73,EUR,2023-02-05
PAY0000032389,O000032389,captured,11.42,EUR,2024-01-14
PAY0000032390,O000032390,captured,28.92,EUR,2024-03-10
PAY0000032391,O000032391,authorized,15.38,USD,2025-03-31
PAY0000032392,O000032392,captured,26.71,EUR,2024-06-12
PAY0000032393,O000032393,authorized,30.76,EUR,2024-05-14
PAY0000032394,O000032394,refunded,31.15,EUR,2023-12-30
PAY0000032395,O000032395,captured,14.39,USD,2024-12-23
PAY0000032396,O000032396,captured,8.96,USD,2023-01-02
PAY0000032397,O000032397,captured,50.09,USD,2023-11-29
PAY0000032398,O000032398,captured,67.07,EUR,2024-06-22
PAY0000032399,O000032399,authorized,15.02,EUR,2025-06-04
PAY0000032402,O000032402,captured,29.8,USD,2024-03-14
PAY0000032403,O000032403,captured,43.49,USD,2023-10-20
PAY0000032404,o000032404,captured,7.63,GBP,2023-08-26
PAY0000032405,O000032405,authorized,32.68,USD,2023-02-23
PAY0000032406,O000032406,captured,88.47,PLN,2023-01-27
PAY0000032407,O000032407,captured,17.15,USD,2023-01-08
PAY0000032408,O000032408,partial_refund,8.89,EUR,2023-07-27
PAY0000032409,O000032409,refunded,17.01,USD,2024-02-16
PAY0000032410,O000032410,captured,16.73,USD,2025-02-01
PAY0000032411,O000032411,refunded,63.42,USD,2023-07-26
PAY0000032412,O000032412,captured,38.03,USD,2023-08-27
PAY0000032413,O000032413,authorized,28.93,EUR,2024-05-20
PAY0000032414,O000032414,captured,59.03,USD,2023-09-29
PAY0000032415,O000032415,refunded,22.99,PLN,2024-09-28
PAY0000032416,O000032416,captured,40.73,PLN,2023-07-23
PAY0000032417,O000032417,captured,17.58,EUR,2024-06-25
PAY0000032418,O000032418,captured,10.87,USD,2023-08-06
PAY0000032419,O000032419,captured,12.74,USD,2023-09-12
PAY0000032420,O000032420,captured,19.35,USD,2024-05-28
PAY0000032421,O000032421,captured,53.72,EUR,2024-12-18
PAY0000032422,O000032422,captured,57.66,USD,2023-06-08
PAY0000032423,O000032423,captured,10.38,EUR,2023-07-25
PAY0000032424,O000032424,captured,59.16,GBP,2023-07-27
PAY0000032425,O000032425,refunded,25.29,USD,2024-12-01
PAY0000032426,O000032426,captured,28.09,EUR,2024-10-21
PAY0000032427,O000032427,authorized,55.57,EUR,2023-03-09
PAY0000032428,O000032428,refunded,42.01,EUR,2023-10-01
PAY0000032430,O000032430,refunded,38.88,USD,2023-11-28
PAY0000032431,O000032431,captured,43.1,EUR,2024-06-07
PAY0000032432,O000032432,refunded,53.95,GBP,2025-03-10
PAY0000032433,O000032433,captured,28.36,PLN,2024-05-12
PAY0000032434,O000032434,refunded,5.45,EUR,2025-01-25
PAY0000032435,O000032435,failed,55.04,EUR,2024-02-04
PAY0000032436,O000032436,captured,6.72,EUR,2024-12-16
PAY0000032437,O000032437,captured,42.51,USD,2025-05-14
PAY0000032439,O000032439,captured,17.55,GBP,2024-06-27
PAY0000032440,O000032440,captured,90.07,EUR,2023-03-22
PAY0000032441,O000032441,captured,22.49,EUR,2025-04-08
PAY0000032442,O000032442,captured,41.82,USD,2024-01-23
PAY0000032443,O000032443,captured,29.47,USD,2024-12-05
PAY0000032445,O000032445,captured,80.52,EUR,2024-12-06
PAY0000032446,O000032446,refunded,6.7,PLN,2025-05-21
PAY0000032447,O000032447,captured,22.65,USD,2023-03-31
PAY0000032448,O000032448,partial_refund,46.21,EUR,2023-08-31
PAY0000032449,O000032449,refunded,25.54,GBP,2023-06-08
PAY0000032450,O000032450,captured,10.11,EUR,2024-02-29
PAY0000032451,O000032451,captured,6.61,USD,2024-08-17
PAY0000032452,O000032452,refunded,21.67,EUR,2025-04-13
PAY0000032453,O000032453,captured,18.02,EUR,2025-06-05
PAY0000032454,O000032454,captured,12.77,EUR,2023-08-30
PAY0000032455,O000032455,captured,22.76,USD,2024-12-15
PAY0000032456,O000032456,captured,10.84,USD,2024-09-15
PAY0000032457,O000032457,authorized,37.5,EUR,2023-11-21
PAY0000032458,o000032458,captured,16.21,USD,2025-01-08
PAY0000032460,O000032460,captured,21.5,USD,2024-07-14
PAY0000032461,O000032461,failed,4.33,EUR,2024-01-08
PAY0000032462,O000032462,captured,47.93,EUR,2023-01-10
PAY0000032463,O000032463,captured,5.22,EUR,2023-06-22
PAY0000032464,O000032464,captured,15.99,GBP,2023-02-22
PAY0000032465,O000032465,captured,8.65,PLN,2023-08-14
PAY0000032466,O000032466,captured,40.48,EUR,2023-11-21
PAY0000032467,O000032467,captured,5.17,USD,2023-06-24
PAY0000032468,O000032468,failed,15.11,USD,2023-08-03
PAY0000032469,O000032469,authorized,45.59,EUR,2024-07-26
PAY0000032470,O000032470,captured,34.4,EUR,2023-04-04
PAY0000032471, O000032471 ,captured,10.63,EUR,2023-11-18
PAY0000032472,O000032472,captured,29.02,EUR,2025-04-11
PAY0000032473,O000032473,captured,8.44,EUR,2023-08-09
PAY0000032474,O000032474,captured,7.99,PLN,2024-09-29
PAY0000032475,O000032475,captured,11.41,USD,2023-08-03
PAY0000032476,O000032476,captured,34.6,EUR,2025-06-15
PAY0000032477,O000032477,authorized,5.39,USD,2023-08-08
PAY0000032478,O000032478,captured,57.52,EUR,2024-09-11
PAY0000032479,O000032479,captured,71.8,USD,2025-04-04
PAY0000032480,O000032480,captured,5.12,EUR,2024-07-10
PAY0000032481,O000032481,captured,36.01,EUR,2023-09-28
PAY0000032482,O000032482,refunded,12.71,EUR,2023-09-22
PAY0000032483,O000032483,captured,15.95,EUR,2024-11-19
PAY0000032484,O000032484,captured,28.6,EUR,2023-04-17
PAY0000032485,O000032485,captured,5.0,PLN,2024-05-04
PAY0000032486,O000032486,captured,54.02,EUR,2024-02-12
PAY0000032487,O000032487,captured,42.86,USD,2024-12-01
PAY0000032488,O000032488,refunded,23.88,USD,2025-01-22
PAY0000032489,O000032489,failed,32.82,EUR,2023-11-07
PAY0000032490,O000032490,captured,21.85,EUR,2023-03-03
PAY0000032491,O000032491,partial_refund,38.99,EUR,2024-10-20
PAY0000032492,O000032492,refunded,15.75,EUR,2023-02-17
PAY0000032493,O000032493,refunded,35.64,EUR,2023-09-07
PAY0000032494,O000032494,captured,12.53,EUR,2024-03-03
PAY0000032495,o000032495,captured,60.86,EUR,2023-12-30
PAY0000032496,O000032496,captured,129.84,USD,2023-03-31
PAY0000032497,O000032497,failed,53.65,EUR,2023-05-07
PAY0000032498,O000032498,failed,39.23,EUR,2023-10-06
PAY0000032499,O000032499,captured,179.93,USD,2024-05-30
PAY0000032500,O000032500,captured,7.64,USD,2024-12-19
PAY0000032501,o000032501,refunded,9.58,EUR,2025-05-19
PAY0000032502,O000032502,captured,18.05,EUR,2025-03-11
PAY0000032503,O000032503,partial_refund,65.2,PLN,2024-04-26
PAY0000032504,O000032504,captured,65.02,PLN,2024-09-14
PAY0000032505,O000032505,authorized,18.82,EUR,2024-02-14
PAY0000032506,O000032506,captured,36.18,EUR,2024-09-24
PAY0000032507,O000032507,captured,17.44,USD,2024-09-14
PAY0000032508,O000032508,captured,20.41,EUR,2024-12-17
PAY0000032509,O000032509,captured,20.45,EUR,2023-02-19
PAY0000032510,O000032510,captured,23.4,PLN,2024-02-25
PAY0000032511,o000032511,captured,17.35,USD,2024-01-22
PAY0000032512,O000032512,captured,26.79,GBP,2025-01-03
PAY0000032513,O000032513,captured,76.39,EUR,2024-10-16
PAY0000032514,O000032514,captured,86.26,EUR,2024-01-14
PAY0000032515,O000032515,captured,7.33,EUR,2024-06-20
PAY0000032516,O000032516,captured,38.5,EUR,2025-06-07
PAY0000032517,O000032517,captured,64.48,USD,2025-03-28
PAY0000032518,O000032518,refunded,85.28,EUR,2024-01-05
PAY0000032519,O000032519,partial_refund,34.1,USD,2024-01-23
PAY0000032521,O000032521,captured,23.7,USD,2024-02-28
PAY0000032522,O000032522,authorized,45.95,EUR,2023-11-24
PAY0000032523,O000032523,refunded,23.48,EUR,2024-02-15
PAY0000032524,O000032524,captured,26.04,EUR,2024-01-23
PAY0000032525,O000032525,captured,18.03,GBP,2025-06-07
PAY0000032527, O000032527 ,captured,34.09,EUR,2024-06-27
PAY0000032528,O000032528,captured,20.8,EUR,2025-05-13
PAY0000032529,O000032529,captured,22.14,EUR,2024-07-25
PAY0000032530,O000032530,captured,22.92,EUR,2023-10-24
PAY0000032531,O000032531,captured,22.18,EUR,2025-01-02
PAY0000032532,O000032532,authorized,39.44,USD,2024-12-12
PAY0000032533,O000032533,captured,24.8,USD,2023-07-10
PAY0000032535,O000032535,captured,9.09,EUR,2024-04-16
PAY0000032537,O000032537,captured,17.89,EUR,2024-05-18
PAY0000032538,O000032538,refunded,13.39,PLN,2023-07-19
PAY0000032539,O000032539,captured,38.4,USD,2024-02-25
PAY0000032540,O000032540,refunded,19.56,EUR,2023-09-01
PAY0000032541,O000032541,captured,49.25,EUR,2023-09-04
PAY0000032542,O000032542,refunded,7.09,EUR,2025-04-19
PAY0000032543,O000032543,captured,12.61,USD,2024-01-17
PAY0000032544,O000032544,captured,45.09,EUR,2023-09-09
PAY0000032545,O000032545,captured,9.24,PLN,2023-05-06
PAY0000032546,O000032546,refunded,33.57,EUR,2024-09-10
PAY0000032547,O000032547,refunded,17.99,EUR,2025-01-01
PAY0000032548,O000032548,partial_refund,32.28,USD,2025-04-06
PAY0000032549,O000032549,captured,11.76,GBP,2023-01-20
PAY0000032550,O000032550,captured,21.09,USD,2023-02-24
PAY0000032551,O000032551,refunded,79.5,GBP,2023-06-08
PAY0000032553,O000032553,refunded,14.51,EUR,2023-08-02
PAY0000032554,O000032554,captured,10.56,EUR,2023-01-08
PAY0000032555,O000032555,refunded,39.15,USD,2024-07-15
PAY0000032557, O000032557 ,partial_refund,32.21,EUR,2024-07-03
PAY0000032558,O000032558,captured,5.42,EUR,2024-02-18
PAY0000032559,O000032559,captured,58.0,EUR,2023-12-30
PAY0000032560,O000032560,captured,18.74,EUR,2024-03-30
PAY0000032561,O000032561,captured,16.72,USD,2024-01-29
PAY0000032562,O000032562,captured,29.83,USD,2024-01-31
PAY0000032563,O000032563,captured,27.06,PLN,2025-01-18
PAY0000032564,O000032564,captured,48.82,EUR,2023-11-23
PAY0000032565,O000032565,captured,18.28,GBP,2024-08-01
PAY0000032566,O000032566,captured,7.58,USD,2023-06-02
PAY0000032567,O000032567,captured,15.28,EUR,2024-10-30
PAY0000032569,O000032569,authorized,45.48,USD,2023-05-13
PAY0000032570,O000032570,refunded,27.49,EUR,2024-09-02
PAY0000032571,O000032571,captured,11.37,USD,2025-06-04
PAY0000032572,O000032572,captured,40.18,USD,2024-10-01
PAY0000032573,O000032573,captured,54.61,EUR,2024-08-20
PAY0000032575,o000032575,captured,19.59,EUR,2025-06-18
PAY0000032576,O000032576,captured,7.54,USD,2023-05-05
PAY0000032577,O000032577,refunded,64.3,EUR,2023-11-10
PAY0000032578,O000032578,failed,93.16,EUR,2023-03-08
PAY0000032579,O000032579,captured,35.47,EUR,2024-06-06
PAY0000032580,O000032580,captured,42.62,EUR,2023-06-01
PAY0000032581,O000032581,refunded,23.4,EUR,2023-08-24
PAY0000032582,O000032582,captured,9.0,EUR,2023-11-29
PAY0000032583,O000032583,captured,18.34,EUR,2024-05-14
PAY0000032584, O000032584 ,captured,22.44,EUR,2023-12-26
PAY0000032585,O000032585,captured,10.63,EUR,2024-03-20
PAY0000032586,O000032586,partial_refund,41.32,EUR,2025-04-11
PAY0000032588,O000032588,captured,17.77,USD,2024-05-10
PAY0000032589,O000032589,captured,50.27,GBP,2024-01-28
PAY0000032590,O000032590,authorized,32.19,EUR,2024-10-10
PAY0000032591,O000032591,captured,16.11,USD,2024-08-02
PAY0000032592,O000032592,failed,38.85,USD,2025-01-09
PAY0000032593,O000032593,captured,9.24,EUR,2023-06-16
PAY0000032594,O000032594,captured,20.0,EUR,2023-08-20
PAY0000032595,O000032595,captured,1.87,EUR,2024-12-30
PAY0000032596,O000032596,captured,14.83,EUR,2025-02-14
PAY0000032597,O000032597,failed,45.24,EUR,2025-03-24
PAY0000032598,O000032598,captured,45.72,EUR,2023-01-17
PAY0000032599,O000032599,captured,31.14,GBP,2023-07-13
PAY0000032600,O000032600,captured,5.64,USD,2023-03-07
PAY0000032601,O000032601,failed,35.37,USD,2025-05-09
PAY0000032602,O000032602,captured,14.69,USD,2023-08-19
PAY0000032603,O000032603,captured,11.99,USD,2025-01-24
PAY0000032604,O000032604,captured,35.42,USD,2025-06-17
PAY0000032605,O000032605,captured,37.64,PLN,2023-07-11
PAY0000032606,O000032606,captured,47.94,EUR,2023-09-18
PAY0000032607,O000032607,authorized,26.43,EUR,2024-09-13
PAY0000032608,O000032608,captured,13.39,EUR,2024-07-28
PAY0000032609,O000032609,captured,7.98,EUR,2023-11-12
PAY0000032610,O000032610,captured,134.05,GBP,2023-03-10
PAY0000032611,O000032611,captured,20.24,EUR,2024-10-13
PAY0000032612,O000032612,captured,26.41,GBP,2024-12-01
PAY0000032613,O000032613,authorized,11.21,USD,2023-04-08
PAY0000032614,O000032614,captured,40.56,EUR,2024-11-11
PAY0000032615,O000032615,captured,15.0,EUR,2024-04-01
PAY0000032616,O000032616,captured,85.62,EUR,2023-04-06
PAY0000032617,O000032617,captured,12.41,EUR,2024-02-25
PAY0000032618,O000032618,captured,76.87,EUR,2024-06-08
PAY0000032619,O000032619,authorized,20.85,GBP,2024-01-17
PAY0000032620,O000032620,captured,30.93,EUR,2023-05-28
PAY0000032621,O000032621,authorized,27.07,EUR,2024-04-10
PAY0000032622,O000032622,captured,28.43,USD,2024-10-03
PAY0000032623,O000032623,captured,21.21,USD,2024-07-22
PAY0000032624,O000032624,refunded,4.84,EUR,2024-12-07
PAY0000032625,O000032625,partial_refund,34.63,EUR,2023-04-24
PAY0000032626,O000032626,captured,37.4,EUR,2025-03-18
PAY0000032627,O000032627,captured,9.76,EUR,2023-02-07
PAY0000032628,O000032628,refunded,17.39,EUR,2025-06-11
PAY0000032629,O000032629,captured,85.58,PLN,2024-05-14
PAY0000032630,O000032630,captured,65.55,EUR,2023-02-04
PAY0000032631,O000032631,captured,19.51,EUR,2024-08-25
PAY0000032632,O000032632,captured,16.49,PLN,2024-03-27
PAY0000032633,O000032633,captured,35.25,EUR,2025-06-01
PAY0000032634,O000032634,captured,23.98,EUR,2023-12-25
PAY0000032635,O000032635,captured,29.7,USD,2024-12-09
PAY0000032636,O000032636,captured,26.91,EUR,2024-02-28
PAY0000032638,O000032638,captured,33.48,USD,2023-09-05
PAY0000032639,O000032639,captured,55.14,GBP,2025-06-08
PAY0000032640,O000032640,captured,14.15,EUR,2023-05-16
PAY0000032641,O000032641,captured,8.26,USD,2024-08-23
PAY0000032643,O000032643,captured,31.86,EUR,2023-04-07
PAY0000032644,O000032644,captured,25.58,EUR,2024-09-14
PAY0000032645,O000032645,authorized,17.09,USD,2024-07-30
PAY0000032646,O000032646,authorized,10.46,GBP,2023-10-27
PAY0000032647,O000032647,captured,8.36,USD,2023-07-15
PAY0000032648,O000032648,authorized,26.29,USD,2023-11-12
PAY0000032649,O000032649,captured,32.05,EUR,2023-12-22
PAY0000032650,O000032650,captured,20.03,EUR,2024-04-02
PAY0000032651,O000032651,captured,10.88,EUR,2024-01-20
PAY0000032653,O000032653,refunded,24.71,USD,2024-10-04
PAY0000032654,O000032654,captured,11.6,EUR,2024-11-12
PAY0000032656,O000032656,captured,28.3,EUR,2024-02-20
PAY0000032657,O000032657,captured,38.04,USD,2024-10-14
PAY0000032658,O000032658,captured,95.4,EUR,2023-03-24
PAY0000032659,O000032659,captured,6.1,EUR,2025-03-07
PAY0000032660, O000032660 ,captured,20.27,EUR,2024-05-31
PAY0000032661,O000032661,captured,23.06,EUR,2023-04-29
PAY0000032662,O000032662,failed,97.98,USD,2025-03-25
PAY0000032663,O000032663,refunded,10.03,EUR,2024-02-23
PAY0000032664,o000032664,captured,20.46,USD,2023-05-23
PAY0000032665,O000032665,captured,48.8,USD,2024-02-06
PAY0000032666,O000032666,authorized,12.16,USD,2023-05-04
PAY0000032667,O000032667,captured,10.69,EUR,2023-01-30
PAY0000032668,O000032668,captured,21.93,EUR,2024-03-09
PAY0000032669,O000032669,captured,25.65,EUR,2023-02-27
PAY0000032670,O000032670,captured,16.62,USD,2023-04-01
PAY0000032671,O000032671,captured,40.39,USD,2023-12-05
PAY0000032672,O000032672,authorized,37.95,USD,2023-10-17
PAY0000032673,O000032673,authorized,59.03,EUR,2025-03-26
PAY0000032674,O000032674,refunded,76.24,EUR,2023-08-08
PAY0000032675,O000032675,refunded,9.39,USD,2024-06-26
PAY0000032676,O000032676,captured,68.24,USD,2023-02-05
PAY0000032677,O000032677,captured,45.87,EUR,2023-07-19
PAY0000032678,O000032678,captured,43.88,EUR,2023-04-06
PAY0000032679,O000032679,captured,14.81,EUR,2024-12-27
PAY0000032680,O000032680,captured,27.68,USD,2023-12-08
PAY0000032682,O000032682,refunded,42.85,USD,2023-11-27
PAY0000032683,O000032683,captured,22.47,EUR,2024-10-06
PAY0000032685,O000032685,failed,63.57,EUR,2023-03-09
PAY0000032686,O000032686,captured,78.36,EUR,2023-07-08
PAY0000032687,O000032687,captured,8.19,EUR,2025-05-25
PAY0000032689,O000032689,captured,24.28,EUR,2025-02-14
PAY0000032690,O000032690,captured,18.74,EUR,2023-08-27
PAY0000032691,O000032691,captured,15.13,EUR,2024-04-20
PAY0000032693,O000032693,refunded,15.27,USD,2023-07-13
PAY0000032694,O000032694,captured,10.48,USD,2024-01-21
PAY0000032695,O000032695,captured,74.33,EUR,2024-03-22
PAY0000032696,O000032696,captured,14.74,USD,2023-02-12
PAY0000032697,O000032697,partial_refund,21.57,EUR,2024-04-25
PAY0000032698,O000032698,captured,45.3,PLN,2024-03-05
PAY0000032699,o000032699,captured,9.98,USD,2023-02-05
PAY0000032700,O000032700,captured,56.73,EUR,2024-03-02
PAY0000032701,O000032701,captured,16.27,USD,2023-11-29
PAY0000032702,O000032702,captured,15.2,PLN,2025-05-07
PAY0000032703,O000032703,refunded,37.49,PLN,2024-05-16
PAY0000032704,O000032704,captured,35.32,EUR,2023-06-01
PAY0000032705,O000032705,partial_refund,42.01,EUR,2023-09-07
PAY0000032706,O000032706,captured,113.1,EUR,2023-10-09
PAY0000032707,O000032707,failed,49.04,USD,2023-08-12
PAY0000032708,O000032708,captured,8.62,EUR,2024-12-10
PAY0000032709,O000032709,partial_refund,47.9,EUR,2025-01-24
PAY0000032710,O000032710,captured,34.3,EUR,2024-12-03
PAY0000032711,O000032711,partial_refund,9.43,EUR,2023-08-30
PAY0000032712,O000032712,failed,50.65,PLN,2024-09-30
PAY0000032713,O000032713,captured,39.5,EUR,2024-01-06
PAY0000032714,O000032714,captured,13.14,EUR,2023-10-08
PAY0000032715,O000032715,captured,21.68,EUR,2024-12-28
PAY0000032716,O000032716,captured,16.71,EUR,2023-08-24
PAY0000032717,O000032717,captured,28.7,USD,2023-03-15
PAY0000032719,O000032719,captured,46.46,USD,2023-10-10
PAY0000032720,O000032720,captured,5.48,USD,2023-11-06
PAY0000032721,O000032721,captured,35.67,EUR,2023-03-06
